aff,parent
"Department of Medicine, Clinician Investigator Program, University of British Columbia, Vancouver, British Columbia.",University of British Columbia]CA
"O'Brien Institute for Public Health, University of Calgary, Calgary, Alberta, Canada.",University of Calgary]CA
"Division of Nephrology, Department of Medicine, Ottawa Hospital, Ottawa, Ontario, Canada",University of Ottawa]CA
"The Ottawa Hospital Research Institute, Ottawa, Ontario, Canada.",University of Ottawa]CA
"Department of Medicine, Division of Nephrology, University of Ottawa, Ottawa, Ontario, Canada",University of Ottawa]CA
"Department of Sociology, York University, Toronto, Ontario, Canada",York University]US
"Department of Medicine, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta]CA
"Department of Pediatrics, McGill University Health Centre, Montreal, Quebec, Canada.",McGill University]CA
"Department of Community Health Sciences, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada",University of Calgary]CA
"ICES, Toronto, Ontario, Canada.",Institute for Clinical Evaluative Sciences]CA
"Research Center, CIUSSS du Nord-de-l'île-de-Montréal, University of Montreal, Montreal, Quebec, Canada, and Department of Nephrology and Hypertension, University Medical Center Utrecht and Utrecht University, Utrecht, The Netherlands.",Université de Montréal]CA
"Division of Nephrology, Department of Medicine, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta]CA
"Department of Pathology and Laboratory Medicine, Western University, London, Ontario, Canada.",Western University]KH
"Ajmera Transplant Centre, University Health Network, Toronto, Canada.",University of Toronto]CA
"Division of Nephrology , University of British Columbia , Vancouver , Canada.",University of British Columbia]CA
"Transplant AI Initiative, Ajmera Transplant Program, University Health Network, Toronto, ON, Canada.",University of Toronto]CA
"Department of Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada.",University of Calgary]CA
"Division of Nephrology, University Health Network and Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada.",University of Toronto]CA
"Departments of Pediatrics and Community Health & Epidemiology, Dalhousie University, Halifax, Nova Scotia, Canada.",Dalhousie University]CA
"Transplant Infectious Diseases and Ajmera Transplant Centre, University Health Network, University of Toronto, Toronto, Ontario, Canada.",University of Toronto]CA
"Division of Nephrology, Department of Medicine, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada.",Western University]KH
"Sexual Orientation and Gender Identity Organ and Tissue Donation and Transplantation Patient Advisory Team, Winnipeg, Manitoba, Canada",
"Sunnybrook Hospital, University of Toronto, Toronto, Ontario, Canada.",University of Toronto]CA
"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Sinai Health, Toronto, Ontario, Canada.",Sinai Health]CA
"Faculty of Medicine, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa]CA
"Department of Medicine, Queen's University, Kingston, Ontario, Canada.",Queen's University]CA
"Men's Health Clinic Manitoba, University of Manitoba, Winnipeg, Manitoba",University of Manitoba]CA
"Department of Medicine, Université de Montréal, Montreal, Quebec, Canada.",Université de Montréal]CA
"Department of Medicine, Mount Sinai Hospital, Division of Nephrology, University Health Network, Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Institute of Health Policy, Management and Evaluation, University of Toronto",University of Toronto]CA
"Community-Based Research Centre, Vancouver, British Columbia, Canada.",Community Based Research Center]CA
"Department of Health Research Methodology, Evidence & Impact, McMaster University, Hamilton.",McMaster University]CA
"Biomedecine Agency, Saint Denis La Plaine.",ABM]FR
"Department of Nephrology, Clinique Sainte Anne, Strasbourg, France.",GHSV]FR
"Department of Nephrology, Hôpital Européen Georges Pompidou, Assistance Publique-Hôpitaux de Paris, Paris",Paris Cité University]FR
"Centre de Référence des Maladies Rénales Rares, Hôpital Femme Mère Enfant, Lyon, France.",Claude Bernard University Lyon 1]FR
"Department of Obstetrics, Gynecology and Reproductive Medicine, Hopital Foch, Suresnes, France.",University of Paris-Saclay]FR
"Université de Paris Cité, INSERM, PARCC, Paris Institute for Transplantation and Organ Regeneration, Paris, France.",INSERM]FR
"Department of Pediatric Nephrology, Hôpital des Enfants, CHU Toulouse, Toulouse, France.",Paul Sabatier University]FR
"INSERM U1151, service des explorations fonctionnelles hôpital Necker-Enfants Malades, DMU Biophygen, GHU Centre Université de Paris APHP. Paris, France.",INSERM]FR
"Department of Nephrology, CH Pontoise, Pontoise, France.",NOVO Hospital]FR
"Department of Nephrology, Hôpital Européen Georges Pompidou, Assistance Publique-Hôpitaux de Paris, Paris.",Paris Cité University]FR
"Department of Nephrology, Limoges University hospital",University of Limoges]FR
"Department of Nephrology and Transplantation, University Hospital, Strasbourg.",Strasbourg University]FR
"Thoracic Intensive Care Unit, Foch Hospital, Suresnes, France.",University of Paris-Saclay]FR
"Department of Clinical Chemistry, CIRM, CHU de Liège, University of Liège, Liège, Belgium.",University of Liege]FR
Paris University,Paris Cité University]FR
"Department of Pediatric Nephrology, Hôpital Trousseau, Paris, France.",Sorbonne University]FR
"Service de Néphrologie et Immunologie Clinique, CHU Nantes, Nantes, France.",Nantes University]FR
"Department of Pediatric Nephrology, CHU Besançon, Besançon, France.",University of Franche-Comté]FR
"Department of Nephrology, CHU Brugmann, Bruxelles, Belgium.",Université libre de Bruxelles]BE
"INSERM, PARCC, Paris Institute for Transplantation and Organ Regeneration, Université de Paris Cité, Paris, France.",INSERM]FR
"Pharmacovigilance Center, Department of Clinical Pharmacology, Amiens-Picardie University Medical Center, Amiens.",IE University]ES
"Department of Pediatric Nephrology, Hôpital Mère Enfant, Lyon, France.",Claude Bernard University Lyon 1]FR
"Université de Paris Cité, Paris, France. Electronic address: sophie.chauvet@aphp.fr.",University of Paris]FR
"Inserm UMRS 1109 Molecular Immuno Rheumatology, University of Strasbourg, Strasbourg, Bas Rhin, France",INSERM]FR
"Université Paris Cité, INSERM, PARCC, Paris Institute for Transplantation and Organ Regeneration, France & Department of Transplantation, Necker Hospital, Paris, France.",INSERM]FR
"Univ Rouen Normandie, INSERM U1245, Centre Henri Becquerel, Rouen, France.",INSERM]FR
"Department of Pediatric Nephrology, CHU Anne de Bretagne, Rennes, France.",University of Rennes]FR
"Pediatric nephrology department, Robert Debré Hospital, APHP, Paris, France",Paris Cité University]FR
"Center for Research in Transplantation and Translational Immunology (UMR 1064), Nantes Université, Ecole Centrale Nantes, CHU Nantes, INSERM, F-44000 Nantes, France.",INSERM]FR
"Nephrology Department, Bicêtre Hospital APHP. Le Kremlin-Bicêtre, France.",University of Paris-Saclay]FR
"Department of Nephrology, CHU Rennes, Rennes, France.",University of Rennes]FR
"Department of Immunology, Saint Louis Hospital and University Paris-Cité, Paris, France.",Paris Cité University]FR
"Hôpital Foch, Nephrology department. Suresnes, France.",University of Paris-Saclay]FR
"Thoracic Surgery Department, Bichat Hospital, Paris, France.",Paris Cité University]FR
"Service des Maladies Du Foie, CHU Rennes, Rennes, France.",University of Rennes]FR
"Université Paris Cité, INSERM, UMR-S970, PARCC, Paris Translational Research Center for Organ Transplantation, Paris, France.",INSERM]FR
"Pneumology, Adult Cystic Fibrosis Center and Lung Transplantation Department, Foch Hospital, Suresnes, France. Electronic address: nbelousova@gmail.com.",University of Paris-Saclay]FR
"Nephrology - Kidney Transplant Unit, Rouen University Hospital, Rouen, France.",University of Rouen]FR
"Sanofi R&D, Chilly-Mazarin, France.",Sanofi Inc]FR
"Department of Nephrology, Hôpitaux Sorbonne Université, Paris, France.",Sorbonne University]FR
"Department of Transplantation, Nephrology and Clinical Immunology, Hospices Civils de Lyon, Edouard Herriot Hospital, Lyon France.",Claude Bernard University Lyon 1]FR
"Service des explorations fonctionnelles hôpital Necker-Enfants Malades, DMU Biophygen, GHU Centre Université de Paris APHP. Paris, France.",Paris Cité University]FR
"Department of Nephrology, CHU Valenciennes, Valenciennes, France.",Polytechnic University of Hauts-de-France]FR
"Kidney Transplant Department, Saint Louis Hospital, Assistance Publique-Hôpitaux de Paris, Université de Paris, Paris, France.",Paris Cité University]FR
"Hepatology and Liver Intensive Care, Hospital Beaujon, Clichy University Paris Cité, Paris, France.",University of Paris]FR
"Department of Medical and Clinical Pharmacology, CHU Toulouse, Toulouse, France.",Paul Sabatier University]FR
"Service d'immunologie Biologique, Hôpital Européen Georges Pompidou, Assistance publique des Hôpitaux de Paris, Paris, France.",Paris Cité University]FR
"Université de Paris, ECEVE UMR 1123, INSERM. F-75010 Paris, France.",INSERM]FR
"Department of Pathology, Hôpital Kremlin-Bicêtre, Assistance Publique-Hôpitaux de Paris, Le Kremlin-Bicêtre.",University of Paris-Saclay]FR
"Pneumology Department, Bichat Hospital, Paris, France.",Paris Cité University]FR
"Université de Lorraine, Centre d'Investigations Cliniques-Plurithématique 1433 CHRU de Nancy, U1116 Inserm and F-CRIN INI-CRCT (Cardiovascular and Renal Clinical Trialists), Nancy, France.",INSERM]FR
"Division of Nephrology, Reims university hospital, CRNS UMR 7369 MEDyC laboratory. Reims, France.",University of Reims]FR
"Department of Nephrology, CHU Amiens, Amiens, France.",University of Picardie Jules Verne]FR
"University of Montpellier, Montpellier, France.",Montpellier University]FR
"Ecology and Biology of Interaction Lab, CNRS UMR 7267, University of Poitiers, Poitiers, France.",University of Poitiers]FR
"Department of Nephrology, Rennes University Hospital, Rennes, France.",University of Rennes]FR
"Department of Nephrology, CHU Saint Louis, Paris, France.",Paris Cité University]FR
"Department of Internal Medicine, Hôpital Cochin, APHP, Paris, France.",Paris Cité University]FR
"Paris Translational Research Center for Organ Transplantation, Institut national de la santé et de la recherche médicale UMR-S970, Université de Paris, Paris, France.",Paris Cité University]FR
"Department of Plastic, Reconstructive, and Maxillofacial Surgery, Henri Mondor Hospital, University of Paris, Créteil, France",Paris-East Créteil University]FR
"Department of Internal Medicine, CHU Timone, Marseille, France.",Aix-Marseille University]FR
"Université Paris Cité, INSERM, UMR-S970, PARCC, Paris Translational Research Center for Organ Transplantation, Paris, France",INSERM]FR
"Immunology and Histocompatibility Laboratory, Saint-Louis Hospital, AP-HP, Institut National de la Santé et de la Recherche Médicale U976, University of Paris, Paris, France.",Paris Cité University]FR
