,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"Department of Nephrology, University of Illinois Chicago, Chicago, Illinois, USA","{'entity_group': 'ORG', 'score': 0.9970591, 'word': 'Department of Nephrology', 'start': 0, 'end': 24}","{'entity_group': 'ORG', 'score': 0.99985117, 'word': 'University of Illinois Chicago', 'start': 26, 'end': 56}","{'entity_group': 'LOC', 'score': 0.99997234, 'word': 'Chicago', 'start': 58, 'end': 65}","{'entity_group': 'LOC', 'score': 0.9999858, 'word': 'Illinois', 'start': 67, 'end': 75}","{'entity_group': 'LOC', 'score': 0.99997973, 'word': 'USA', 'start': 77, 'end': 80}",,,,,,,,,,
"Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy","{'entity_group': 'ORG', 'score': 0.99997413, 'word': 'Istituto di Ricerche Farmacologiche Mario Negri IRCCS', 'start': 0, 'end': 53}","{'entity_group': 'LOC', 'score': 0.99978954, 'word': 'Bergamo', 'start': 55, 'end': 62}","{'entity_group': 'LOC', 'score': 0.9999858, 'word': 'Italy', 'start': 64, 'end': 69}",,,,,,,,,,,,
"Division of Nephrology, Department of Internal Medicine, Showa University Fujigaoka Hospital, Yokohama, Japan.","{'entity_group': 'ORG', 'score': 0.49866223, 'word': 'Division', 'start': 0, 'end': 8}","{'entity_group': 'ORG', 'score': 0.7954632, 'word': 'Nephrology', 'start': 12, 'end': 22}","{'entity_group': 'ORG', 'score': 0.8523615, 'word': 'Interna', 'start': 38, 'end': 45}","{'entity_group': 'ORG', 'score': 0.5998237, 'word': 'Medicine', 'start': 47, 'end': 55}","{'entity_group': 'ORG', 'score': 0.83868265, 'word': 'Showa University', 'start': 57, 'end': 73}","{'entity_group': 'LOC', 'score': 0.99929696, 'word': 'Fujigaoka Hospital', 'start': 74, 'end': 92}","{'entity_group': 'LOC', 'score': 0.9999936, 'word': 'Yokohama', 'start': 94, 'end': 102}","{'entity_group': 'LOC', 'score': 0.9999964, 'word': 'Japan', 'start': 104, 'end': 109}",,,,,,,
"Ochsner Clinical School, University of Queensland, Brisbane, Australia.","{'entity_group': 'ORG', 'score': 0.9981927, 'word': 'Ochsner Clinical School', 'start': 0, 'end': 23}","{'entity_group': 'ORG', 'score': 0.9998672, 'word': 'University of Queensland', 'start': 25, 'end': 49}","{'entity_group': 'LOC', 'score': 0.9999173, 'word': 'Brisbane', 'start': 51, 'end': 59}","{'entity_group': 'LOC', 'score': 0.99999535, 'word': 'Australia', 'start': 61, 'end': 70}",,,,,,,,,,,
"Department of Pathology, University of Alabama at Birmingham, Birmingham, Alabama, USA.","{'entity_group': 'ORG', 'score': 0.9871123, 'word': 'Department of Pathology', 'start': 0, 'end': 23}","{'entity_group': 'ORG', 'score': 0.99586326, 'word': 'University of Alabama at Birmingham', 'start': 25, 'end': 60}","{'entity_group': 'LOC', 'score': 0.9999653, 'word': 'Birmingham', 'start': 62, 'end': 72}","{'entity_group': 'LOC', 'score': 0.9999813, 'word': 'Alabama', 'start': 74, 'end': 81}","{'entity_group': 'LOC', 'score': 0.999977, 'word': 'USA', 'start': 83, 'end': 86}",,,,,,,,,,
"Department of Renal Medicine, Royal Prince Alfred Hospital, Sydney, NSW, Australia.","{'entity_group': 'ORG', 'score': 0.89484286, 'word': 'Renal Medicine', 'start': 14, 'end': 28}","{'entity_group': 'LOC', 'score': 0.999968, 'word': 'Royal Prince Alfred Hospital', 'start': 30, 'end': 58}","{'entity_group': 'LOC', 'score': 0.9999895, 'word': 'Sydney', 'start': 60, 'end': 66}","{'entity_group': 'LOC', 'score': 0.9998095, 'word': 'NSW', 'start': 68, 'end': 71}","{'entity_group': 'LOC', 'score': 0.99999166, 'word': 'Australia', 'start': 73, 'end': 82}",,,,,,,,,,
"KJC Statistics, Macclesfield, United Kingdom.","{'entity_group': 'ORG', 'score': 0.99999416, 'word': 'KJC Statistics', 'start': 0, 'end': 14}","{'entity_group': 'LOC', 'score': 0.9999935, 'word': 'Macclesfield', 'start': 16, 'end': 28}","{'entity_group': 'LOC', 'score': 0.99999756, 'word': 'United Kingdom', 'start': 30, 'end': 44}",,,,,,,,,,,,
"Systems Epidemiology, Baker Heart and Diabetes Institute, Melbourne, Victoria, Australia.","{'entity_group': 'ORG', 'score': 0.9213819, 'word': 'Systems Epidemiology', 'start': 0, 'end': 20}","{'entity_group': 'ORG', 'score': 0.9999903, 'word': 'Baker Heart and Diabetes Institute', 'start': 22, 'end': 56}","{'entity_group': 'LOC', 'score': 0.99993813, 'word': 'Melbourne', 'start': 58, 'end': 67}","{'entity_group': 'LOC', 'score': 0.99996614, 'word': 'Victoria', 'start': 69, 'end': 77}","{'entity_group': 'LOC', 'score': 0.99999285, 'word': 'Australia', 'start': 79, 'end': 88}",,,,,,,,,,
"Calciscon AG, Bern Nidau, Switzerland.","{'entity_group': 'ORG', 'score': 0.9999926, 'word': 'Calciscon AG', 'start': 0, 'end': 12}","{'entity_group': 'LOC', 'score': 0.9996355, 'word': 'Bern Nidau', 'start': 14, 'end': 24}","{'entity_group': 'LOC', 'score': 0.99999523, 'word': 'Switzerland', 'start': 26, 'end': 37}",,,,,,,,,,,,
"Istituto Mediterraneo per i Trapianti e Terapie ad alta specializzazione (IRCCS-ISMETT), Palermo, Italy.","{'entity_group': 'ORG', 'score': 0.96299124, 'word': 'Istituto Mediterraneo per i Trapianti e Terapie ad alta specializzazione', 'start': 0, 'end': 72}","{'entity_group': 'ORG', 'score': 0.99814254, 'word': 'IRCCS-ISMETT', 'start': 74, 'end': 86}","{'entity_group': 'LOC', 'score': 0.999902, 'word': 'Palermo', 'start': 89, 'end': 96}","{'entity_group': 'LOC', 'score': 0.9999908, 'word': 'Italy', 'start': 98, 'end': 103}",,,,,,,,,,,
"Institute of Experimental Medicine and Systems Biology, RWTH Aachen University, Aachen, Germany.","{'entity_group': 'ORG', 'score': 0.9999526, 'word': 'Institute of Experimental Medicine and Systems Biology', 'start': 0, 'end': 54}","{'entity_group': 'ORG', 'score': 0.9999166, 'word': 'RWTH Aachen University', 'start': 56, 'end': 78}","{'entity_group': 'LOC', 'score': 0.9999928, 'word': 'Aachen', 'start': 80, 'end': 86}","{'entity_group': 'LOC', 'score': 0.9999958, 'word': 'Germany', 'start': 88, 'end': 95}",,,,,,,,,,,
"Division of Nephrology and Hypertension Baruch Padeh Medical Center Poriya, Tiberias, Israel.","{'entity_group': 'ORG', 'score': 0.91525376, 'word': 'Division of Nephrology and Hypertension', 'start': 0, 'end': 39}","{'entity_group': 'LOC', 'score': 0.85315806, 'word': 'Baruch Padeh', 'start': 40, 'end': 52}","{'entity_group': 'ORG', 'score': 0.6005157, 'word': 'Medical Center', 'start': 53, 'end': 67}","{'entity_group': 'LOC', 'score': 0.9998806, 'word': 'Poriya', 'start': 68, 'end': 74}","{'entity_group': 'LOC', 'score': 0.9999855, 'word': 'Tiberias', 'start': 76, 'end': 84}","{'entity_group': 'LOC', 'score': 0.99999416, 'word': 'Israel', 'start': 86, 'end': 92}",,,,,,,,,
"Service de Transplantation Rénale, CHU de Nice. Nice, France.","{'entity_group': 'ORG', 'score': 0.9999698, 'word': 'Service de Transplantation Rénale', 'start': 0, 'end': 33}","{'entity_group': 'ORG', 'score': 0.99396837, 'word': 'CHU de Nice', 'start': 35, 'end': 46}","{'entity_group': 'LOC', 'score': 0.99998164, 'word': 'Nice', 'start': 48, 'end': 52}","{'entity_group': 'LOC', 'score': 0.999997, 'word': 'France', 'start': 54, 'end': 60}",,,,,,,,,,,
"Department of Surgery, Korea University Medical Center, Anam Hospital, Seoul, South Korea.","{'entity_group': 'LOC', 'score': 0.9971062, 'word': 'Korea University Medical Center', 'start': 23, 'end': 54}","{'entity_group': 'LOC', 'score': 0.9999421, 'word': 'Anam Hospital', 'start': 56, 'end': 69}","{'entity_group': 'LOC', 'score': 0.9999951, 'word': 'Seoul', 'start': 71, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99999475, 'word': 'South Korea', 'start': 78, 'end': 89}",,,,,,,,,,,
"Pôle de chirurgie expérimentale et transplantation, Université Catholique De Louvain, Louvain, Belgium.","{'entity_group': 'ORG', 'score': 0.99934304, 'word': 'Université Catholique De Louvain', 'start': 52, 'end': 84}","{'entity_group': 'LOC', 'score': 0.9999955, 'word': 'Louvain', 'start': 86, 'end': 93}","{'entity_group': 'LOC', 'score': 0.9999931, 'word': 'Belgium', 'start': 95, 'end': 102}",,,,,,,,,,,,
"Division of Nephrology, Department of Medicine, Columbia University Vagelos College of Physicians and Surgeons, New York, New York","{'entity_group': 'ORG', 'score': 0.9406393, 'word': 'Division of Nephrology', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.9556288, 'word': 'Department of Medicine', 'start': 24, 'end': 46}","{'entity_group': 'ORG', 'score': 0.9762738, 'word': 'Columbia University Vagelos College of Physicians and Surgeons', 'start': 48, 'end': 110}","{'entity_group': 'LOC', 'score': 0.99998456, 'word': 'New York', 'start': 112, 'end': 120}","{'entity_group': 'LOC', 'score': 0.999979, 'word': 'New York', 'start': 122, 'end': 130}",,,,,,,,,,
"Department of Internal Medicine, UT Southwestern Medical Center, Dallas, Texas.","{'entity_group': 'ORG', 'score': 0.81375587, 'word': 'Interna', 'start': 14, 'end': 21}","{'entity_group': 'ORG', 'score': 0.7052216, 'word': 'Medicine', 'start': 23, 'end': 31}","{'entity_group': 'LOC', 'score': 0.9090982, 'word': 'UT Southwestern Medical Center', 'start': 33, 'end': 63}","{'entity_group': 'LOC', 'score': 0.9999765, 'word': 'Dallas', 'start': 65, 'end': 71}","{'entity_group': 'LOC', 'score': 0.9999821, 'word': 'Texas', 'start': 73, 'end': 78}",,,,,,,,,,
"Department of Cardiology (CVK) and Berlin Institute of Health Center for Regenerative Therapies, German Centre for Cardiovascular Research Partner Site Berlin, Charité Universitätsmedizin, Berlin, Germany.","{'entity_group': 'ORG', 'score': 0.98836726, 'word': 'Department of Cardiology (CVK', 'start': 0, 'end': 29}","{'entity_group': 'ORG', 'score': 0.9383357, 'word': 'Berlin Institute of Health Center for Regen', 'start': 35, 'end': 78}","{'entity_group': 'ORG', 'score': 0.827595, 'word': 'Therapie', 'start': 86, 'end': 94}","{'entity_group': 'ORG', 'score': 0.9506308, 'word': 'German Centre for Cardiovascular Research Partner Site Berlin', 'start': 97, 'end': 158}","{'entity_group': 'ORG', 'score': 0.97590196, 'word': 'Charité Universitätsmedizin', 'start': 160, 'end': 187}","{'entity_group': 'LOC', 'score': 0.999941, 'word': 'Berlin', 'start': 189, 'end': 195}","{'entity_group': 'LOC', 'score': 0.9999956, 'word': 'Germany', 'start': 197, 'end': 204}","{'entity_group': 'ORG', 'score': 0.72141945, 'word': '.', 'start': 204, 'end': 205}",,,,,,,
"Department of Nephrology , Amsterdam UMC location University of Amsterdam, Amsterdam , The Netherlands.","{'entity_group': 'ORG', 'score': 0.99841946, 'word': 'Department of Nephrology', 'start': 0, 'end': 24}","{'entity_group': 'ORG', 'score': 0.9987931, 'word': 'Amsterdam UMC', 'start': 27, 'end': 40}","{'entity_group': 'ORG', 'score': 0.9999483, 'word': 'University of Amsterdam', 'start': 50, 'end': 73}","{'entity_group': 'LOC', 'score': 0.9998956, 'word': 'Amsterdam', 'start': 75, 'end': 84}","{'entity_group': 'LOC', 'score': 0.99998707, 'word': 'The Netherlands', 'start': 87, 'end': 102}",,,,,,,,,,
"Department of Medicine, Queen Mary Hospital, University of Hong Kong, Hong Kong, People's Republic of China. Electronic address: angela_wang@connect.hku.hk.","{'entity_group': 'ORG', 'score': 0.778873, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'LOC', 'score': 0.99981505, 'word': 'Queen Mary Hospital', 'start': 24, 'end': 43}","{'entity_group': 'ORG', 'score': 0.9635927, 'word': 'University of Hong Kong', 'start': 45, 'end': 68}","{'entity_group': 'LOC', 'score': 0.9999937, 'word': 'Hong Kong', 'start': 70, 'end': 79}","{'entity_group': 'LOC', 'score': 0.9999685, 'word': ""People's Republic of China"", 'start': 81, 'end': 107}","{'entity_group': 'PER', 'score': 0.99827766, 'word': 'angela', 'start': 129, 'end': 135}","{'entity_group': 'PER', 'score': 0.9985538, 'word': 'wang', 'start': 136, 'end': 140}","{'entity_group': 'ORG', 'score': 0.90693235, 'word': 'hku', 'start': 149, 'end': 152}","{'entity_group': 'ORG', 'score': 0.77821535, 'word': 'hk', 'start': 153, 'end': 155}",,,,,,
"Philadelphia Department of Public Health, Philadelphia, Pennsylvania.","{'entity_group': 'ORG', 'score': 0.99996454, 'word': 'Philadelphia Department of Public Health', 'start': 0, 'end': 40}","{'entity_group': 'LOC', 'score': 0.9999846, 'word': 'Philadelphia', 'start': 42, 'end': 54}","{'entity_group': 'LOC', 'score': 0.9999763, 'word': 'Pennsylvania', 'start': 56, 'end': 68}",,,,,,,,,,,,
"Division of Hepatobiliary and Pancreatic Surgery, Department of Surgery, National University of Singapore, Singapore.","{'entity_group': 'ORG', 'score': 0.9395759, 'word': 'Division of Hepatobiliary and Pancreatic Surgery', 'start': 0, 'end': 48}","{'entity_group': 'ORG', 'score': 0.9887208, 'word': 'Department of Surgery', 'start': 50, 'end': 71}","{'entity_group': 'ORG', 'score': 0.9998825, 'word': 'National University of Singapore', 'start': 73, 'end': 105}","{'entity_group': 'LOC', 'score': 0.9999912, 'word': 'Singapore', 'start': 107, 'end': 116}",,,,,,,,,,,
"Institute of Pathology, University Hospital of Cologne, Cologne, Germany.","{'entity_group': 'ORG', 'score': 0.99954504, 'word': 'Institute of Pathology', 'start': 0, 'end': 22}","{'entity_group': 'LOC', 'score': 0.88705814, 'word': 'University Hospital of Cologne', 'start': 24, 'end': 54}","{'entity_group': 'LOC', 'score': 0.9999954, 'word': 'Cologne', 'start': 56, 'end': 63}","{'entity_group': 'LOC', 'score': 0.99999654, 'word': 'Germany', 'start': 65, 'end': 72}",,,,,,,,,,,
"Department of Nephrology and Transplantation, Assistance Publique-Hôpitaux de Paris, Henri-Mondor Hospital, Créteil, France.","{'entity_group': 'ORG', 'score': 0.9913, 'word': 'Department of Nephrology and Transplantation', 'start': 0, 'end': 44}","{'entity_group': 'ORG', 'score': 0.9347929, 'word': 'Assistance Publique-Hôpitaux de Paris', 'start': 46, 'end': 83}","{'entity_group': 'LOC', 'score': 0.99993134, 'word': 'Henri-Mondor Hospital', 'start': 85, 'end': 106}","{'entity_group': 'LOC', 'score': 0.9999872, 'word': 'Créteil', 'start': 108, 'end': 115}","{'entity_group': 'LOC', 'score': 0.99999714, 'word': 'France', 'start': 117, 'end': 123}","{'entity_group': 'ORG', 'score': 0.61119956, 'word': '.', 'start': 123, 'end': 124}",,,,,,,,,
"Miller School of Medicine, University of Medicine, Florida, USA.","{'entity_group': 'LOC', 'score': 0.8870367, 'word': 'Miller School', 'start': 0, 'end': 13}","{'entity_group': 'LOC', 'score': 0.906045, 'word': 'Medicine', 'start': 17, 'end': 25}","{'entity_group': 'ORG', 'score': 0.9681549, 'word': 'University of Medicine, Florida', 'start': 27, 'end': 58}","{'entity_group': 'LOC', 'score': 0.99998534, 'word': 'USA', 'start': 60, 'end': 63}",,,,,,,,,,,
"NHMRC Clinical Trials Centre, Faculty of Medicine and Health, University of Sydney, Camperdown, New South Wales, Australia.","{'entity_group': 'ORG', 'score': 0.99922043, 'word': 'NHMRC', 'start': 0, 'end': 5}","{'entity_group': 'ORG', 'score': 0.9864588, 'word': 'Faculty of Medicine and Health', 'start': 30, 'end': 60}","{'entity_group': 'ORG', 'score': 0.9995168, 'word': 'University of Sydney', 'start': 62, 'end': 82}","{'entity_group': 'LOC', 'score': 0.99977607, 'word': 'Camperdown', 'start': 84, 'end': 94}","{'entity_group': 'LOC', 'score': 0.99999, 'word': 'New South Wales', 'start': 96, 'end': 111}","{'entity_group': 'LOC', 'score': 0.9999943, 'word': 'Australia', 'start': 113, 'end': 122}","{'entity_group': 'ORG', 'score': 0.60924184, 'word': '.', 'start': 122, 'end': 123}",,,,,,,,
"Ajmera Transplant Center, Department of Medicine, University of Toronto, Toronto, ON, Canada.","{'entity_group': 'ORG', 'score': 0.88518363, 'word': 'Ajmera Transplant Center', 'start': 0, 'end': 24}","{'entity_group': 'ORG', 'score': 0.9704094, 'word': 'Department of Medicine', 'start': 26, 'end': 48}","{'entity_group': 'ORG', 'score': 0.9948044, 'word': 'University of Toronto', 'start': 50, 'end': 71}","{'entity_group': 'LOC', 'score': 0.99983037, 'word': 'Toronto', 'start': 73, 'end': 80}","{'entity_group': 'LOC', 'score': 0.9876429, 'word': 'ON', 'start': 82, 'end': 84}","{'entity_group': 'LOC', 'score': 0.9999728, 'word': 'Canada', 'start': 86, 'end': 92}",,,,,,,,,
"Department of Internal Medicine, Division of Nephrology and Transplantation, Erasmus Medical Center, Rotterdam.","{'entity_group': 'ORG', 'score': 0.98655576, 'word': 'Department of Internal Medicine', 'start': 0, 'end': 31}","{'entity_group': 'ORG', 'score': 0.9957622, 'word': 'Division of Nephrology and Transplantation', 'start': 33, 'end': 75}","{'entity_group': 'LOC', 'score': 0.99650174, 'word': 'Erasmus Medical Center', 'start': 77, 'end': 99}","{'entity_group': 'LOC', 'score': 0.9999373, 'word': 'Rotterdam', 'start': 101, 'end': 110}",,,,,,,,,,,
"The Erasmus MC Transplant Institute, Erasmus MC, University Medical Center Rotterdam, Rotterdam, the Netherlands.","{'entity_group': 'ORG', 'score': 0.99994195, 'word': 'Erasmus MC Transplant Institute', 'start': 4, 'end': 35}","{'entity_group': 'ORG', 'score': 0.9999112, 'word': 'Erasmus MC', 'start': 37, 'end': 47}","{'entity_group': 'LOC', 'score': 0.9654166, 'word': 'University Medical Center Rotterdam', 'start': 49, 'end': 84}","{'entity_group': 'LOC', 'score': 0.9999578, 'word': 'Rotterdam', 'start': 86, 'end': 95}","{'entity_group': 'LOC', 'score': 0.999987, 'word': 'Netherlands', 'start': 101, 'end': 112}",,,,,,,,,,
"Department of Nephrology and Mineral Metabolism, Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán, Mexico City, Mexico.","{'entity_group': 'ORG', 'score': 0.9995275, 'word': 'Department of Nephrology and Mineral Metabolism', 'start': 0, 'end': 47}","{'entity_group': 'ORG', 'score': 0.9999483, 'word': 'Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán', 'start': 49, 'end': 116}","{'entity_group': 'LOC', 'score': 0.9998901, 'word': 'Mexico City', 'start': 118, 'end': 129}","{'entity_group': 'LOC', 'score': 0.9999938, 'word': 'Mexico', 'start': 131, 'end': 137}","{'entity_group': 'ORG', 'score': 0.99234205, 'word': '.', 'start': 137, 'end': 138}",,,,,,,,,,
"American Society of Nephrology, Washington, DC.","{'entity_group': 'ORG', 'score': 0.9999792, 'word': 'American Society of Nephrology', 'start': 0, 'end': 30}","{'entity_group': 'LOC', 'score': 0.9999054, 'word': 'Washington, DC', 'start': 32, 'end': 46}",,,,,,,,,,,,,
"Department of Surgery, Comprehensive Transplant Center, Northwestern University, Chicago, Illinois, USA. Electronic address: a-tambur@northwestern.edu.","{'entity_group': 'ORG', 'score': 0.99421424, 'word': 'Department of Surgery', 'start': 0, 'end': 21}","{'entity_group': 'ORG', 'score': 0.86946183, 'word': 'Comprehensive Transplant Center', 'start': 23, 'end': 54}","{'entity_group': 'ORG', 'score': 0.9998187, 'word': 'Northwestern University', 'start': 56, 'end': 79}","{'entity_group': 'LOC', 'score': 0.9999852, 'word': 'Chicago', 'start': 81, 'end': 88}","{'entity_group': 'LOC', 'score': 0.99998975, 'word': 'Illinois', 'start': 90, 'end': 98}","{'entity_group': 'LOC', 'score': 0.9999844, 'word': 'USA', 'start': 100, 'end': 103}","{'entity_group': 'PER', 'score': 0.9872917, 'word': 'a-tambur', 'start': 125, 'end': 133}","{'entity_group': 'ORG', 'score': 0.9776721, 'word': 'northwestern.edu', 'start': 134, 'end': 150}",,,,,,,
