,Unnamed: 0,ORG_SET,LOC_SET
1788,"Kidney Health Research Collaborative, San Francisco VA Medical Center & University of California, San Francisco","{'University of California', 'Kidney Health Research Collaborative'}","{'San Francisco VA Medical Center', 'San Francisco'}"
1789,"University of Chicago Medicine, Chicago, Illinois, USA.",{'University of Chicago Medicine'},"{'Illinois', 'USA', 'Chicago'}"
1790,"Université Paris Cité, INSERM, UMR-S970, PARCC, Paris Translational Research Center for Organ Transplantation, Paris, France. Electronic address: alexandre.loupy@inserm.fr.","{'Université Paris Cité', 'U', 'fr', 'INSERM', 'PARCC', 'inserm', 'Paris Translational Research Center for Organ Transplantation'}","{'France', 'Paris'}"
1791,"Department of Internal Medicine, Section on Gerontology, Wake Forest University School of Medicine, Winston-Salem, North Carolina.","{'Department of Internal Medicine', 'Wake Forest University School of Medicine', 'Gerontology'}","{'North Carolina', 'Winston-Salem'}"
1792,"Charles and Jane Park Center for Mineral Metabolism and Clinical Research, University of Texas Southwestern Medical Center, Dallas, TX.","{'Charles and Jane Park Center for Mineral Metabolism and Clinic', 'University of Texas', 'Research'}","{'TX', 'Southwestern Medical Center', 'Dallas'}"
1793,"Center for Global Health Ethics, Duquesne University, Pittsburgh, Pennsylvania, USA.","{'Center for Global Health Ethics', 'Duquesne University'}","{'Pittsburgh', 'Pennsylvania', 'USA'}"
1794,"Department of Research and Education, Lausanne University Hospital and University of Lausanne, Lausanne, Switzerland.","{'University of Lausanne', 'Department of Research and Education'}","{'Lausanne University Hospital', 'Switzerland', 'Lausanne'}"
1795,"Annette C. and Harold C. Simmons Transplant Institute, Baylor University Medical Center, Dallas, TX.","{'Bay', 'University', 'Annette C. and Harold C. Simmons Transplant Institute'}","{'TX', 'lor', 'Medical Center', 'Dallas'}"
1796,"Division of General Internal Medicine, School of Medicine, Duke University, Durham, North Carolina. Electronic address: joseph.lunyera@duke.edu.","{'duke.edu', 'School of Medicine', 'Duke University', 'Division of General Internal Medicine'}","{'North Carolina', 'Durham'}"
1797,"Department of Medicine, Mayo Clinical, Rochester, Minnesota, USA.","{'Department of Medicine', 'Mayo Clinical'}","{'Minnesota', 'USA', 'Rochester'}"
1798,"GlaxoSmithKline, GSK House, Brentford, United Kingdom.",{'GlaxoSmithKline'},"{'United Kingdom', 'Brentford', 'GSK House'}"
1799,"Division of Gastroenterology and Hepatology, Northwestern University Feinberg School of Medicine, Chicago, IL.","{'in', 'Northwestern University', 'Division of Gastroenterology and Hepatology'}","{'IL', 'berg School of Medicine', 'Fe', 'Chicago'}"
1800,"Division of Nephrology and Hypertension, Feinberg School of Medicine, Northwestern University, Chicago, Illinois","{'Northwestern University', 'Division of Nephrology and Hypertension'}","{'Illinois', 'Feinberg School of Medicine', 'Chicago'}"
1801,"Division of Nephrology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland.","{'Division of Nephrology', 'Johns Hopkins University', 'Department of Medicine'}","{'Maryland', 'School of Medicine', 'Baltimore'}"
1802,"Department of Immunology and Inflammation, Faculty Medicine, Imperial College London, London, UK. Electronic address: c.roufosse@imperial.ac.uk.","{'Faculty Medicine', 'Department of Immunology and Inflammation', 'ac', 'imperial', 'uk.', 'Imperial College London'}","{'UK', 'London'}"
1803,"Mayo Clinic, Rochester, Minnesota.",{'Mayo Clinic'},"{'Minnesota', 'Rochester'}"
1804,"Transplant Research, Providence Health Research Institute, Vancouver, British Columbia, Canada","{'Transplant Research', 'Providence Health Research Institute'}","{'Vancouver', 'British Columbia', 'Canada'}"
1805,"Department of Pathology, Columbia University Irving Medical Center, New York, New York, USA.",set(),"{'Columbia University Irving Medical Center', 'New York', 'USA'}"
1806,"Section of Cardiovascular Critical Care, Department of Cardiovascular and Thoracic Surgery, West Virginia University, Morgantown, West Virginia.","{'Section', 'Care', 'Cardio', 'Critic', 'Department of Cardiovascular and Thoracic Surgery', 'West Virginia University'}","{'West Virginia', 'Morgantown'}"
1807,"Department of Medicine, University of Chicago Medicine, Chicago, Illinois.","{'Department of Medicine', 'University of Chicago Medicine'}","{'Illinois', 'Chicago'}"
1808,"Division of Liver and Transplantation Pathology, Department of Pathology, University of Pittsburgh, Pittsburgh, PA.","{'Department of Pathology', 'Division of Liver and Transplantation Pathology', 'University of Pittsburgh'}","{'Pittsburgh', 'PA'}"
1809,"Department of Laboratory Medicine and Pathology, University of Alberta, Edmonton, Alberta, Canada.","{'University of Alberta', 'Department of Laboratory Medicine and Pathology'}","{'Alberta', 'Edmonton', 'Canada'}"
1810,"Vilnius University Clinic for Children's Diseases, Vilnius, Lithuania.","{'Vilnius University Clinic for Children', 's Diseases'}","{'Lithuania', 'Vilnius'}"
1811,"3III, Department of Internal Medicine, University Medical Center Hamburg, Eppendorf, Hamburg, Germany. Electronic address: e.hoxha@uke.de.","{'Department of Internal Medicine', 'uke.de', 'University Medical Center Hamburg'}","{'Germany', 'Hamburg', 'Eppendorf'}"
1812,"Department of Emergency Medicine, University of Manitoba, Winnipeg, Manitoba, Canada","{'Department of Emergency Medicine', 'University of Manitoba'}","{'Winnipeg', 'Canada', 'Manitoba'}"
1813,"Department of Nephrology, Charité Universitätsmedizin, Berlin, Germany.","{'Department of Nephrology', 'Charité Universitätsmedizin'}","{'Germany', 'Berlin'}"
1814,"Department of Nephrology and Transplantation, Strasbourg University Hospital",{'Department of Nephrology and Transplantation'},{'Strasbourg University Hospital'}
1815,"UMR INSERM 1092, RESINFIT, Limoges University hospital 2. Limoges, France.",set(),"{'France', 'Limoges University', 'Limoges'}"
1816,"College of Health Professionals, Central Michigan University, Mount Pleasant, Michigan.","{'College of Health Professionals', 'Central Michigan University'}","{'Michigan', 'Mount Pleasant'}"
1817,"University of Maryland School of Medicine, Baltimore, Maryland, USA.",{'University of Maryland School of Medicine'},"{'Maryland', 'USA', 'Baltimore'}"
1818,"Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv, Safed","{'Sackler Facul', 'Tel-Aviv University', 'of Medicine'}","{'Safed', 'Tel-Aviv'}"
1819,"Division of Clinical Immunology and Allergy, St. Michael's Hospital, Toronto, Ontario, Canada",{'Division of Clinical Immunology and Allergy'},"{'Canada', 'St', 'Ontario', 'Toronto', ""Michael's Hospital""}"
1820,"Thoracic Surgery Department, Foch Hospital, Suresnes, France.","{'cic', 'Department', 'Thor'}","{'France', 'Foch Hospital', 'Suresnes'}"
1821,"Department of Medicine, Yale School of Medicine, New Haven, CT.","{'Department of Medicine', 'Yale School of'}","{'New Haven', 'Medicine', 'CT'}"
1822,"Division of Transplantation Surgery, Department of Clinical Science, Intervention and Technology (CLINTEC), Karolinska Institute, Stockholm, Sweden.","{'Department of Clinical Science, Intervention and Technology', 'Karolinska Institute', 'CLINTEC', 'Division of Transplantation Surgery'}","{'Sweden', 'Stockholm'}"
1823,"Department of Nephrology, Hospital Universitari de Bellvitge, University of Barcelona, Barcelona, Spain.","{'University of Barcelona', 'Department of Nephrology'}","{'Hospital Universitari de Bellvitge', 'Barcelona', 'Spain'}"
1824,"Certe, Division of Clinical Chemistry, Martini Hospital, Groningen, The Netherlands.",{'Division of Clinical Chemistry'},"{'Martini Hospital', 'The Netherlands', 'Groningen'}"
1825,"Department of Nephrology, CHU Dijon, Dijon, France.","{'Department of Nephrology', 'CHU Dijon'}","{'France', 'Dijon'}"
1826,"Division of Nephrology, Department of Medicine, McMaster University, Hamilton","{'Division of Nephrology', 'McMaster University', 'Department of Medicine'}",{'Hamilton'}
1827,"Department of Cardiovascular Surgery, Sapporo Medical University, Sapporo, Japan","{'Sur', 'Department of Cardiovas', 'Sapporo Medical University'}","{'Japan', 'Sapporo'}"
1828,"Department of Cardiology, Columbia University Irving Medical Center, New York, USA.",{'Department of Cardiology'},"{'Columbia University Irving Medical Center', 'New York', 'USA'}"
1829,"Division of Hematology and Oncology, Department of Internal Medicine, University of California Davis School of Medicine, Sacramento, California, USA.","{'Department of Internal Medicine', 'University of California Davis School of Medicine', 'Division of Hematology and Oncology'}","{'California', 'Sacramento', 'USA'}"
1830,"NHMRC Clinical Trials Centre, University of Sydney, Camperdown, Australia.","{'University of Sydney', 'NHMRC'}","{'Australia', 'Camperdown'}"
1831,"Department of Medicine, Division of Nephrology, Vagelos College of Physicians & Surgeons, Columbia University, New York, New York.","{'Department of Medicine', 'Columbia University', 'Vagelos College of Physicians & Surgeons', 'Division of Nephrology'}",{'New York'}
1832,"Department of Cardiology, National and Kapodistrian University of Athens School of Medicine, Athens University, Athens, Greece.","{'Athens University', 'Medicine', 'Cardiology', 'Department', 'National and Kapodistrian University of Athens School'}","{'Greece', 'Athens'}"
1833,"Service de Néphrologie, INSERM U1082 et Fédération Hospitalo-Universitaire BIOSUPORT. Poitiers, France.","{'Service de Néphrologie', 'INSERM', 'Fédération Hospitalo-Universitaire BIOSUPORT'}","{'France', 'Poitiers'}"
1834,"Pediatric Nephrology Department, Children's Mercy, Kansas City, Michigan, USA.","{""Children's Mercy"", 'Ne', 'Pediatri'}","{'Kansas City', 'Michigan', 'USA'}"
1835,"Clinical Division of Nephrology and Dialysis , Department of Internal Medicine III , Medical University of Vienna, Vienna , Austria.","{'Medical University of Vienna', 'Department of Internal Medicine III', 'Clinical Division of Nephrology and Dialysis'}","{'Vienna', 'Austria'}"
1836,"Duke Clinical Research Institute, Duke University School of Medicine, Durham, North Carolina.","{'Duke University', 'Duke Clinical Research Institute'}","{'North Carolina', 'Durham', 'School of Medicine'}"
1837,"Department of Gastroenterology and Nutrition, Geisinger, Danville, Pennsylvania.","{'Department of Gastroenterology and Nutrition, Geisinger'}","{'Pennsylvania', 'Danville'}"
1838,"Department of Nephrology, University of Illinois Chicago, Chicago, Illinois, USA","{'University of Illinois Chicago', 'Department of Nephrology'}","{'Illinois', 'USA', 'Chicago'}"
1839,"Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Bergamo, Italy",{'Istituto di Ricerche Farmacologiche Mario Negri IRCCS'},"{'Italy', 'Bergamo'}"
1840,"Division of Nephrology, Department of Internal Medicine, Showa University Fujigaoka Hospital, Yokohama, Japan.","{'Division', 'Medicine', 'Showa University', 'Nephrology', 'Interna'}","{'Yokohama', 'Japan', 'Fujigaoka Hospital'}"
1841,"Ochsner Clinical School, University of Queensland, Brisbane, Australia.","{'University of Queensland', 'Ochsner Clinical School'}","{'Brisbane', 'Australia'}"
1842,"Department of Pathology, University of Alabama at Birmingham, Birmingham, Alabama, USA.","{'Department of Pathology', 'University of Alabama at Birmingham'}","{'Birmingham', 'USA', 'Alabama'}"
1843,"Department of Renal Medicine, Royal Prince Alfred Hospital, Sydney, NSW, Australia.",{'Renal Medicine'},"{'Australia', 'NSW', 'Royal Prince Alfred Hospital', 'Sydney'}"
1844,"KJC Statistics, Macclesfield, United Kingdom.",{'KJC Statistics'},"{'Macclesfield', 'United Kingdom'}"
1845,"Systems Epidemiology, Baker Heart and Diabetes Institute, Melbourne, Victoria, Australia.","{'Baker Heart and Diabetes Institute', 'Systems Epidemiology'}","{'Melbourne', 'Victoria', 'Australia'}"
1846,"Calciscon AG, Bern Nidau, Switzerland.",{'Calciscon AG'},"{'Switzerland', 'Bern Nidau'}"
1847,"Istituto Mediterraneo per i Trapianti e Terapie ad alta specializzazione (IRCCS-ISMETT), Palermo, Italy.","{'IRCCS-ISMETT', 'Istituto Mediterraneo per i Trapianti e Terapie ad alta specializzazione'}","{'Palermo', 'Italy'}"
1848,"Institute of Experimental Medicine and Systems Biology, RWTH Aachen University, Aachen, Germany.","{'RWTH Aachen University', 'Institute of Experimental Medicine and Systems Biology'}","{'Germany', 'Aachen'}"
1849,"Division of Nephrology and Hypertension Baruch Padeh Medical Center Poriya, Tiberias, Israel.","{'Medical Center', 'Division of Nephrology and Hypertension'}","{'Tiberias', 'Poriya', 'Israel', 'Baruch Padeh'}"
1850,"Service de Transplantation Rénale, CHU de Nice. Nice, France.","{'Service de Transplantation Rénale', 'CHU de Nice'}","{'France', 'Nice'}"
1851,"Department of Surgery, Korea University Medical Center, Anam Hospital, Seoul, South Korea.",set(),"{'Anam Hospital', 'Seoul', 'South Korea', 'Korea University Medical Center'}"
1852,"Pôle de chirurgie expérimentale et transplantation, Université Catholique De Louvain, Louvain, Belgium.",{'Université Catholique De Louvain'},"{'Belgium', 'Louvain'}"
1853,"Division of Nephrology, Department of Medicine, Columbia University Vagelos College of Physicians and Surgeons, New York, New York","{'Division of Nephrology', 'Columbia University Vagelos College of Physicians and Surgeons', 'Department of Medicine'}",{'New York'}
1854,"Department of Internal Medicine, UT Southwestern Medical Center, Dallas, Texas.","{'Interna', 'Medicine'}","{'Dallas', 'UT Southwestern Medical Center', 'Texas'}"
1855,"Department of Cardiology (CVK) and Berlin Institute of Health Center for Regenerative Therapies, German Centre for Cardiovascular Research Partner Site Berlin, Charité Universitätsmedizin, Berlin, Germany.","{'Charité Universitätsmedizin', 'German Centre for Cardiovascular Research Partner Site Berlin', 'Berlin Institute of Health Center for Regen', 'Department of Cardiology (CVK', 'Therapie'}","{'Germany', 'Berlin'}"
1856,"Department of Nephrology , Amsterdam UMC location University of Amsterdam, Amsterdam , The Netherlands.","{'Department of Nephrology', 'University of Amsterdam', 'Amsterdam UMC'}","{'Amsterdam', 'The Netherlands'}"
1857,"Department of Medicine, Queen Mary Hospital, University of Hong Kong, Hong Kong, People's Republic of China. Electronic address: angela_wang@connect.hku.hk.","{'Department of Medicine', 'hku', 'hk', 'University of Hong Kong'}","{""People's Republic of China"", 'Hong Kong', 'Queen Mary Hospital'}"
