,aff,parent
2365,"Thoracic Intensive Care Unit, Foch Hospital, Suresnes, France.",University of Paris-Saclay]FR
2366,"Department of Clinical Chemistry, CIRM, CHU de Liège, University of Liège, Liège, Belgium.",University of Liege]FR
2367,Paris University,Paris Cité University]FR
2368,"Department of Pediatric Nephrology, Hôpital Trousseau, Paris, France.",Sorbonne University]FR
2369,"Service de Néphrologie et Immunologie Clinique, CHU Nantes, Nantes, France.",Nantes University]FR
2370,"Department of Pediatric Nephrology, CHU Besançon, Besançon, France.",University of Franche-Comté]FR
2371,"Department of Nephrology, CHU Brugmann, Bruxelles, Belgium.",Université libre de Bruxelles]BE
2372,"INSERM, PARCC, Paris Institute for Transplantation and Organ Regeneration, Université de Paris Cité, Paris, France.",INSERM]FR
2373,"Pharmacovigilance Center, Department of Clinical Pharmacology, Amiens-Picardie University Medical Center, Amiens.",IE University]ES
2374,"Department of Pediatric Nephrology, Hôpital Mère Enfant, Lyon, France.",Claude Bernard University Lyon 1]FR
2375,"Université de Paris Cité, Paris, France. Electronic address: sophie.chauvet@aphp.fr.",University of Paris]FR
2376,"Inserm UMRS 1109 Molecular Immuno Rheumatology, University of Strasbourg, Strasbourg, Bas Rhin, France",INSERM]FR
2377,"Université Paris Cité, INSERM, PARCC, Paris Institute for Transplantation and Organ Regeneration, France & Department of Transplantation, Necker Hospital, Paris, France.",INSERM]FR
2378,"Univ Rouen Normandie, INSERM U1245, Centre Henri Becquerel, Rouen, France.",INSERM]FR
2379,"Department of Pediatric Nephrology, CHU Anne de Bretagne, Rennes, France.",University of Rennes]FR
2380,"Pediatric nephrology department, Robert Debré Hospital, APHP, Paris, France",Paris Cité University]FR
2381,"Center for Research in Transplantation and Translational Immunology (UMR 1064), Nantes Université, Ecole Centrale Nantes, CHU Nantes, INSERM, F-44000 Nantes, France.",INSERM]FR
2382,"Nephrology Department, Bicêtre Hospital APHP. Le Kremlin-Bicêtre, France.",University of Paris-Saclay]FR
2383,"Department of Nephrology, CHU Rennes, Rennes, France.",University of Rennes]FR
2384,"Department of Immunology, Saint Louis Hospital and University Paris-Cité, Paris, France.",Paris Cité University]FR
2385,"Hôpital Foch, Nephrology department. Suresnes, France.",University of Paris-Saclay]FR
2386,"Thoracic Surgery Department, Bichat Hospital, Paris, France.",Paris Cité University]FR
2387,"Service des Maladies Du Foie, CHU Rennes, Rennes, France.",University of Rennes]FR
2388,"Université Paris Cité, INSERM, UMR-S970, PARCC, Paris Translational Research Center for Organ Transplantation, Paris, France.",INSERM]FR
2389,"Pneumology, Adult Cystic Fibrosis Center and Lung Transplantation Department, Foch Hospital, Suresnes, France. Electronic address: nbelousova@gmail.com.",University of Paris-Saclay]FR
2390,"Nephrology - Kidney Transplant Unit, Rouen University Hospital, Rouen, France.",University of Rouen]FR
2391,"Sanofi R&D, Chilly-Mazarin, France.",Sanofi Inc]FR
2392,"Department of Nephrology, Hôpitaux Sorbonne Université, Paris, France.",Sorbonne University]FR
2393,"Department of Transplantation, Nephrology and Clinical Immunology, Hospices Civils de Lyon, Edouard Herriot Hospital, Lyon France.",Claude Bernard University Lyon 1]FR
2394,"Service des explorations fonctionnelles hôpital Necker-Enfants Malades, DMU Biophygen, GHU Centre Université de Paris APHP. Paris, France.",Paris Cité University]FR
2395,"Department of Nephrology, CHU Valenciennes, Valenciennes, France.",Polytechnic University of Hauts-de-France]FR
2396,"Kidney Transplant Department, Saint Louis Hospital, Assistance Publique-Hôpitaux de Paris, Université de Paris, Paris, France.",Paris Cité University]FR
2397,"Hepatology and Liver Intensive Care, Hospital Beaujon, Clichy University Paris Cité, Paris, France.",University of Paris]FR
2398,"Department of Medical and Clinical Pharmacology, CHU Toulouse, Toulouse, France.",Paul Sabatier University]FR
2399,"Service d'immunologie Biologique, Hôpital Européen Georges Pompidou, Assistance publique des Hôpitaux de Paris, Paris, France.",Paris Cité University]FR
2400,"Université de Paris, ECEVE UMR 1123, INSERM. F-75010 Paris, France.",INSERM]FR
2401,"Department of Pathology, Hôpital Kremlin-Bicêtre, Assistance Publique-Hôpitaux de Paris, Le Kremlin-Bicêtre.",University of Paris-Saclay]FR
2402,"Pneumology Department, Bichat Hospital, Paris, France.",Paris Cité University]FR
2403,"Université de Lorraine, Centre d'Investigations Cliniques-Plurithématique 1433 CHRU de Nancy, U1116 Inserm and F-CRIN INI-CRCT (Cardiovascular and Renal Clinical Trialists), Nancy, France.",INSERM]FR
2404,"Division of Nephrology, Reims university hospital, CRNS UMR 7369 MEDyC laboratory. Reims, France.",University of Reims]FR
2405,"Department of Nephrology, CHU Amiens, Amiens, France.",University of Picardie Jules Verne]FR
2406,"University of Montpellier, Montpellier, France.",Montpellier University]FR
2407,"Ecology and Biology of Interaction Lab, CNRS UMR 7267, University of Poitiers, Poitiers, France.",University of Poitiers]FR
2408,"Department of Nephrology, Rennes University Hospital, Rennes, France.",University of Rennes]FR
2409,"Department of Nephrology, CHU Saint Louis, Paris, France.",Paris Cité University]FR
2410,"Department of Internal Medicine, Hôpital Cochin, APHP, Paris, France.",Paris Cité University]FR
2411,"Paris Translational Research Center for Organ Transplantation, Institut national de la santé et de la recherche médicale UMR-S970, Université de Paris, Paris, France.",Paris Cité University]FR
2412,"Department of Plastic, Reconstructive, and Maxillofacial Surgery, Henri Mondor Hospital, University of Paris, Créteil, France",Paris-East Créteil University]FR
2413,"Department of Internal Medicine, CHU Timone, Marseille, France.",Aix-Marseille University]FR
2414,"Université Paris Cité, INSERM, UMR-S970, PARCC, Paris Translational Research Center for Organ Transplantation, Paris, France",INSERM]FR
2415,"Immunology and Histocompatibility Laboratory, Saint-Louis Hospital, AP-HP, Institut National de la Santé et de la Recherche Médicale U976, University of Paris, Paris, France.",Paris Cité University]FR
2416,"INSERM U1151, Université de Paris, Paris, France",INSERM]FR
2417,"Paris Transplant Group, INSERM U 970s, Paris, France. Electronic address: rouxantoine@hotmail.com.",Paris Transplant Group]FR
2418,"Department of Pathology, Hôpital Tenon, Assistance Publique-Hôpitaux de Paris, Paris.",Sorbonne University]FR
2419,"Service de Néphrologie-Dialyse-Transplantation, CHU d'Angers, Angers, France.",University of Angers]FR
2420,"INSERM U1111, Université Claude Bernard Lyon1. Lyon, France.",INSERM]FR
2421,"Department of Nephrology, CHU Besançon. Besançon, France.",University of Franche-Comté]FR
2422,"Necker-Enfants Malades Hospital, Paris, France.",Paris Cité University]FR
2423,"Service de Néphrologie-Dialyse-transplantation, CHU d'Angers. Angers, France.",University of Angers]FR
2424,"Université de Lille, INSERM, CHU Lille, U1286 - Infinite - Institute for Translational Research in Inflammation. F-59000 Lille, France.",INSERM]FR
2425,"Department of Pediatric Nephrology, Assistance Publique-Hôpitaux de Paris, Robert Debré University Hospital, Paris, France.",Paris Cité University]FR
2426,"Department of Pediatric Nephrology, Hôpital Robert Debré, Paris, France.",Paris Cité University]FR
2427,"Department of Nephrology, Dialysis and Organ Transplantation, CHU Rangueil, INSERM U1043, IFR -BMT, University Paul Sabatier. Toulouse, France.",INSERM]FR
2428,"Nephrology and Renal Transplantation Department, Assistance Publique des Hôpitaux de Paris (AP-HP), Henri Mondor Hospital University, Rare Disease Center « Idiopathic Nephrotic syndrome », Fédération Hospitalo-Universitaire « Innovative therapy for immune disorders, Créteil, France.",Paris-East Créteil University]FR
2429,"Department of Pediatric Nephrology, CHU Angers, Angers, France.",University of Angers]FR
2430,"Nephrology Internal Medicine Dialysis Transplantation Department, Amiens University Hospital. Amiens France.",University of Picardie Jules Verne]FR
2431,"Department of Nephrology, CHU Tours, Tours, France.",University of Tours]FR
2432,"Departement of Nephrology, CHU Toulouse, Toulouse, France.",Paul Sabatier University]FR
2433,"UMR 0892, Université Versailles-Saint-Quentin-en-Yvelines, Versailles, France",University of Paris-Saclay]FR
2434,"Department of Nephrology, Foch Hospital, Suresnes, France.",University of Paris-Saclay]FR
2435,"Aix-Marseille Université - AP-HM - Hôpital Conception - Centre de Néphrologie et Transplantation Rénale. Marseille, France.",Aix-Marseille University]FR
2436,"INSERM UMRS 1138, Cordelier Research Center, Paris",INSERM]FR
2437,Université de Paris,Paris Cité University]FR
2438,"Université de Paris, Cité, Institut national de la santé et de la recherche médicale, U970, PARCC, Paris Translational Research Centre for Organ Transplantation, Paris, France.",Paris Cité University]FR
2439,"Nephrology department, SINRA, Hôpital Tenon. Paris, France.",Sorbonne University]FR
2440,"Department of nephrology, dialysis and transplantation, University Hospital of Strasbourg, Strasbourg, Bas Rhin, France",Strasbourg University]FR
2441,"Nephrology Department, Centre Hospitalier Lyon Sud, Université de Lyon, Carmen, Pierre-Bénite",Claude Bernard University Lyon 1]FR
2442,"Department of Nephrology, Ambroise Paré University Hospital, APHP, Boulogne-Billancourt/Paris.",University of Paris-Saclay]FR
2443,"APHP.Nord-Université de Paris, Hôpital Universitaire Robert Debré, Unité d'Epidémiologie Clinique, INSERM, CIC 1426. F-75019 Paris, France.",INSERM]FR
2444,"Department of Pediatric Nephrology, Hôpital Arnaud de Villeneuve, Montpellier, France.",Montpellier University]FR
2445,"Université de Lyon, Carmen INSERM 1060, Lyon.",INSERM]FR
2446,"Inserm UMRS 1109 Molecular Immuno Rheumatology, University of Strasbourg, Strasbourg, Bas Rhin, France.",INSERM]FR
2447,"Service de Pneumologie, CHU Nantes, Nantes, France.",Nantes University]FR
2448,"Department of Nephrology, Lille University Hospital, Lille, France.",Lille University]FR
2449,"Department of Biological Immunology, Hôpital Européen Georges Pompidou, Assistance Publique-Hôpitaux de Paris, Paris.",Paris Cité University]FR
2450,"Department of Nephrology Dialysis Hypertension, Hôpital Edouard Herriot, Hospices Civils de Lyon, Laboratoire de Recherche en Cardiovasculaire, Métabolisme, Diabétologie et Nutrition, Institut National de la Santé et de la Recherche Médicale 1060, University Lyon-1, Lyon, France.",Claude Bernard University Lyon 1]FR
2451,"Department of Nephrology, CH Valenciennes, Valenciennes, France.",Polytechnic University of Hauts-de-France]FR
2452,"APHP.Nord-Université de Paris, Hôpital Universitaire Robert Debré, Unité d'Epidémiologie Clinique, Inserm, CIC 1426, F-75019 Paris, France",INSERM]FR
2453,"Department of Pediatric Nephrology, Hôpital de la Mère et de l'Enfant, Limoges, France.",Nantes University]FR
2454,"Pneumology, Adult Cystic Fibrosis Center and Lung Transplantation Department, Foch Hospital, Suresnes, France",University of Paris-Saclay]FR
2455,"Department of Nephrology, Nice University Hospital, Nice, France.",Côte d'Azur University]FR
2456,"Department of Pediatric Nephrology Rheumatology and Dermatology, Reference Center for Rare Renal Diseases, INSERM 1033, Hospices Civils de Lyon, Lyon, France.",INSERM]FR
2457,"Department of Nephrology and Organ Transplantation, INSERM, CHU Rangueil & Purpan, Université Paul Sabatier, Toulouse, France.",INSERM]FR
2458,"Department of Pediatric Nephrology, Clinique Universitaire Pédiatrique, Grenoble, France.",Grenoble Alpes University]FR
