,Unnamed: 0,LOC_SET
2789,"Department of Anesthesiology and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland. Electronic address: mehmann1@jhmi.edu.","{'Maryland', 'Baltimore'}"
2790,"Nephrology and Hypertension Unit, Bnai-Zion Medical Center, Haifa, Israel.","{'Bnai-Zion Medical Center', 'Israel', 'Haifa'}"
2791,"Department of Medicine, University of Otago, Christchurch, New Zealand.","{'New Zealand', 'Christchurch'}"
2792,"Division of Cardiovascular Medicine, Beth Israel Deaconess Medical Center, Boston, Massachusetts.","{'Boston', 'Massachusetts', 'Beth Israel Deaconess Medical Center'}"
2793,"Late Stage Development, Cardiovascular, Renal and Metabolism (CVRM), Biopharmaceuticals R&D, AstraZeneca, Gaithersburg, Maryland.","{'Maryland', 'Gaithersburg'}"
2794,"Department of Infectious Diseases, Hospital Roman y Cajal, Madrid, Spain.","{'Hospital Roman y Cajal', 'Madrid', 'Spain'}"
2795,"Department of Nephrology and Hypertension, Rambam Health Care campus, Haifa, Israel.","{'Rambam Health Care', 'Israel', 'Haifa'}"
2796,"Department of Surgery, Division of Cardiac Surgery, Columbia University Irving Medical Center.",{'Irving Medical Center'}
2797,"Department of Nephrology, Hôpital Tenon, Sorbonne Université, Paris, France.","{'Hôpital Tenon', 'Paris', 'France'}"
2798,"Department of Pediatrics and Genetics, CHU Morvan, Brest, France.","{'Brest', 'France'}"
2799,"Biomedical Informatics and Data Science Section, Department of General Internal Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland.","{'Maryland', 'Baltimore', 'of Medicine'}"
2800,"Postgraduate Program in Biophotonics Applied to Health Sciences, University Nove de Julho (UNINOVE), São Paulo, Brazil. Electronic address: annacrth@gmail.com.","{'Brazil', 'São Paulo'}"
2801,"Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden. Electronic address: xuyang_pucri@bjmu.edu.cn.","{'Sweden', 'Stockholm'}"
2802,"Stanford Immunology, Stanford University School of Medicine, Palo Alto, California, USA. Electronic address: omm@stanford.edu.","{'California', 'School of Medicine', 'USA', 'Palo Alto'}"
2803,"Division of General Surgery, Department of Surgery, Faculty of Medicine & Dentistry, University of Alberta, Edmonton, Alberta, Canada.","{'Alberta', 'Edmonton', 'Canada'}"
2804,"Department of Nephrology, CHU Bichat, Paris, France.","{'France', 'Paris'}"
2805,"Pritzker School of Medicine, University of Chicago, Chicago, Illinois, USA.","{'School of Medicine', 'Illinois', 'Chicago', 'USA'}"
2806,"Department of Surgery-Transplant Surgery, University of Colorado School of Medicine, Aurora, Colorado, USA.","{'Colorado', 'Aurora', 'USA'}"
2807,"Division of Transplant, Department of Surgery, University of California, San Francisco, California, USA.","{'California', 'San Francisco', 'USA'}"
2808,"Clinical Epidemiology Center, Research and Development Service, VA St. Louis Health Care System, St. Louis, Missouri.","{'St. Louis Health Care System', 'Missouri', 'St. Louis'}"
2809,"Division of Nephrology, Department of Medicine, University of Illinois Chicago, Chicago, Illinois.","{'Illinois', 'Chicago'}"
2810,"Trinity Health Kidney Centre, Trinity Translational Medicine Institute, Trinity College Dublin, Dublin, Ireland.","{'Ireland', 'Dublin'}"
2811,"Department of Surgery, NYU Grossman School of Medicine, New York, New York.","{'man School of Medicine', 'New York'}"
2812,"Department of Nephrology, Rigshospitalet, Copenhagen, Denmark.","{'Copenhagen', 'hospital', 'Denmark'}"
2813,"Department of Internal Medicine, Radboud University Medical Center, Nijmegen, The Netherlands.","{'Radboud University Medical Center', 'Nijmegen', 'The Netherlands'}"
2814,"Department of Surgery, Division of Transplantation, Emory University School of Medicine, Atlanta, Georgia, USA","{'Atlanta', 'Georgia', 'USA'}"
2815,"Gastroenterology, Hepatology and Nutrition Unit, Division of Pediatric Specialties, Department of Pediatrics, Gynecology, and Obstetrics, Geneva University Hospitals, University of Geneva, 1205 Geneva, Switzerland","{'05 Geneva', 'Switzerland', 'Geneva University Hospitals'}"
2816,"Institute for Medical Immunology and ULB Centre for Research in Immunology (U-CRI), Université libre de Bruxelles (ULB), Gosselies, Belgium. Electronic address: arnaud.marchant@ulb.be.","{'Gosselies', 'Belgium'}"
2817,"Department of Social Work, Stanford Health Care, Palo Alto, CA.","{'CA', 'Palo Alto'}"
2818,"Vanderbilt Children's Hospital, Nashville, Tennessee.","{'Nashville', ""Vanderbilt Children's Hospital"", 'Tennessee'}"
2819,"Renal Research Institution, Beijing University of Chinese Medicine, Beijing. Electronic address: yunin1946@sina.com.",{'Beijing'}
2820,"CÚRAM SFI Research Centre for Medical Devices, HRB-Clinical Research Facility Galway, National University of Ireland Galway, Galway, Ireland.","{'Ireland', 'Galway', 'Gal'}"
2821,"Welch Center for Prevention, Epidemiology and Clinical Research, Johns Hopkins University Baltimore, Maryland. Electronic address: nsriall1@jh.edu.","{'Maryland', 'Baltimore'}"
2822,"Division of Nephrology, Department of Internal Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.","{'School', 'Seoul', 'Kangbuk Samsung Hospital', 'South Korea'}"
2823,"University of Pennsylvania Perelman School of Medicine, The Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.","{'Philadelphia', ""The Children's Hospital of Philadelphia"", 'Pennsylvania'}"
2824,"Univ Paris Est Creteil, INSERM, IMRB, Créteil, France.","{'France', 'Créteil'}"
2825,"Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, Massachusetts","{'Boston', 'Tufts Medical Center', 'Massachusetts'}"
2826,"Arbor Research Collaborative for Health, Ann Arbor, Michigan.","{'Michigan', 'Ann Arbor'}"
2827,"Department of Biostatistics, Columbia University, New York, New York.",{'New York'}
2828,"Key Laboratory of Chinese Internal Medicine of Ministry of Education and Beijing, Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine, Beijing","{'Beijing', 'Dongzhimen Hospital'}"
2829,"Beijing Institute of Biotechnology, Beijing, China.","{'Beijing', 'China'}"
2830,"Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, Illinois. Electronic address: ggarg3@jhu.edu.","{'Illinois', 'Feinberg School of Medicine', 'Chicago'}"
2831,"Late Stage Development, Cardiovascular, Renal and Metabolism (CVRM), BioPharmaceuticals R&D, AstraZeneca, Gothenburg, Sweden.","{'Gothenburg', 'Sweden'}"
2832,"Division of Abdominal Transplantation, Baylor University Medical Center, Dallas, Texas, USA.","{'Baylor University Medical Center', 'USA', 'Dallas', 'Texas'}"
2833,"Department of Internal Medicine, University of Texas at Austin Dell Medical School, Austin, Texas.","{'Dell Medical School', 'Austin', 'Texas'}"
2834,"Pediatric Infectious and Tropical Diseases Department, La Paz University Hospital Institute for Health Research (IdiPAZ), Autonomous University of Madrid (UAM), Madrid, Spain.","{'Madrid', 'Spain'}"
2835,"Department of Renal Medicine, Royal Prince Alfred Hospital, Camperdown, New South Wales","{'New South Wales', 'Royal Prince Alfred Hospital', 'Camperdown'}"
2836,"Grand River Hospital, Kitchener-Waterloo, Ontario, Canada.","{'Ontario', 'Kitchener-Waterloo', 'Canada', 'Grand River Hospital'}"
2837,"Division of Transplantation, Department of Surgery, Emory University School of Medicine, Atlanta, Georgia, USA.","{'Atlanta', 'Georgia', 'USA'}"
2838,"Pediatric Nephrology, Dialysis and Transplant Unit, Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico, Milan, Italy.","{'Milan', 'Italy', 'Ospedale Maggiore Policlinico', ""Ca' Granda""}"
2839,"Department of Pediatrics, Division of Neonatology, Columbia University, New York, New York.",{'New York'}
2840,"MP3CV Laboratory, Jules Verne University of Picardie, Amiens. Electronic address: liabeuf.sophie@chu-amiens.fr.",{'Amiens'}
2841,"Mayo Clinic Proteomics Core, Mayo Clinic, Rochester, Minnesota.","{'Minnesota', 'Mayo Clinic', 'Rochester'}"
2842,"Fondation Université de Paris. Paris, France.","{'France', 'Paris'}"
2843,"Baker Heart and Diabetes Institute, Melbourne, Australia","{'Melbourne', 'Australia'}"
2844,"Department of Medicine, Division of Nephrology, Columbia University Irving Medical Center",{'Irving Medical Center'}
2845,"Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland.","{'Maryland', 'Baltimore'}"
2846,"Bureau of Epidemiology, Pennsylvania Department of Health.",set()
2847,"Department of Medicine, Division of Nephrology, University of Michigan, Ann Arbor, Michigan.","{'Michigan', 'Ann Arbor'}"
2848,"University of Toronto, Toronto, Ontario, Canada. Electronic address: heather.reich@uhn.ca.","{'Ontario', 'Canada', 'Toronto'}"
2849,"Department of Nephrology and Medical Intensive Care, Charité Universitätsmedizin Berlin, Berlin, Germany.","{'Germany', 'Berlin'}"
2850,"Department of Surgery, Emory University (RFP), Atlanta, Georgia.","{'Atlanta', 'Georgia'}"
2851,"Department of Medicine, Division of Nephrology, University of California San Diego, San Diego, California, USA.","{'California', 'San Diego', 'USA'}"
2852,"Program in Health Services and Systems Research, Duke-NUS Medical School, Singapore.",{'Singapore'}
2853,"Patient, United Kingdom.",{'United Kingdom'}
2854,"Center for Transplantation Sciences, Department of Surgery, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: RPIERSON@mgh.harvard.edu.","{'Boston', 'Massachusetts General Hospital', 'Massachusetts', 'USA'}"
2855,"Department of Medicine-Renal, University of Louisville School of Medicine, Louisville, Kentucky.","{'Louisville', 'Kentucky'}"
2856,"Unit for Laboratory Animal Medicine, Department of Microbiology and Immunology, and Center for Computational Medicine and Bioinformatics, University of Michigan Medical School, Ann Arbor, Michigan.","{'Michigan', 'Ann Arbor'}"
2857,"Division of Gastroenterology, Hepatology, and Nutrition, Department of Pediatrics, Baylor College of Medicine, Texas Children's Hospital, Houston, Texas, USA. Electronic address: dhleung@texaschlidrens.org.","{'USA', 'Baylor College of Medicine', 'Texas', ""Texas Children's Hospital"", 'Houston'}"
2858,"Université Clermont Auvergne. F-63000 Clermont-Ferrand, France.","{'France', 'Clermont-Ferrand'}"
2859,"UPMC Hepatic and Transplantation Pathology, Pittsburg, Pennsylvania, USA.","{'Pittsburg', 'Pennsylvania', 'USA'}"
2860,"Division of Transplant Surgery, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.","{'Philadelphia', 'PA', 'Perelman School of Medicine'}"
2861,"Nephrology, Dialysis and Renal Transplantation Unit, Azienda Ospedaliera Universitaria Ospedali Riuniti Umberto I, Lancisi, Salesi of Ancona, Ancona, Italy.","{'Ancona', 'Salesi of Ancona', 'Italy'}"
2862,"Nephrology and Transplant Department, CHU Henri-Mondor, APHP",{'Henri-Mondor'}
2863,"Section of Cardiovascular Medicine, Department of Internal Medicine, Yale University School of Medicine, New Haven, Connecticut.","{'Connecticut', 'New Haven'}"
2864,"Division of Cardiothoracic Surgery, Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA","{'Missouri', 'USA', 'Louis', 'St', 'Medicine'}"
2865,"Institute of Liver Disease and Transplantation, Dr Rela Institute and Medical Centre, Bharath Institute of Higher Education and Research, Chennai, India.","{'Chennai', 'India'}"
2866,"Department of Molecular Genetic, Biopticka laboratory, Pilsen, Czech Republic.","{'Pilsen', 'Czech Republic'}"
2867,"Division of Nephrology, School of Medicine, Johns Hopkins University, Baltimore, Maryland.","{'Maryland', 'Baltimore'}"
2868,"Division of Nephrology, Department of Internal Medicine, The Ohio State University College of Medicine, Columbus, Ohio.","{'Ohio', 'Columbus'}"
2869,"Baylor Scott & White Research Institute, Dallas, TX.","{'TX', 'Dallas'}"
2870,"Clinical and Translational Research in Cardiology Unit, Health Research Institute Hospital La Fe (IIS La Fe), Valencia, Spain and CIBERCV, Madrid, Spain.","{'Valencia', 'Spain', 'Madrid'}"
2871,"Unité de Recherche Clinique Necker-Cochin, APHP. Paris, France.","{'France', 'Paris'}"
2872,"Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
2873,"Geriatrics Research Education and Clinical Care Service, Tennessee Valley Healthcare System VA, Nashville, Tennessee","{'Nashville', 'Tennessee Valley Health', 'System', 'Tennessee'}"
2874,"Cardiology Department, Guangdong Provincial People's Hospital, Guangzhou, China.","{'Guangzhou', 'China', ""Guangdong Provincial People's Hospital""}"
2875,"Department of Paediatrics, Second Medical Faculty, Motol University Hospital, Charles University, Prague, Czech Republic.","{'Czech Republic', 'Prague', 'Motol University Hospital', 'Charles University'}"
2876,"Department of Nephrology, The Second Clinical College, Guangdong Provincial Hospital of Chinese Medicine, The Second Affiliated Hospital, Guangzhou University of Chinese Medicine, Guangzhou, China.","{'Second Affiliated Hospital', 'The Second Clinical College', 'Guangzhou', 'Guangdong Provincial Hospital of Chinese Medicine', 'China'}"
2877,"Renaissance School of Medicine, Stony Brook University, Stony Brook, New York.","{'Stony Brook', 'New York', 'of'}"
2878,"Kaiser Permanente Division of Nephrology, Oakland, California.","{'California', 'Oakland'}"
2879,"Department of Medical BioSciences, Radboud University Medical Center, Nijmegen, The Netherlands.","{'Radboud University Medical Center', 'Nijmegen', 'The Netherlands'}"
2880,"Department of Nephrology, Cliniques Universitaires Saint-Luc, Université Catholique de Louvain, Brussels, Belgium.","{'Brussels', 'Belgium'}"
2881,"Nephrology Associates of Northern Illinois and Indiana (NANI), Chicago, Illinois.","{'Illinois', 'Chicago'}"
2882,"Leibniz Institute of Immunotherapy, Regensburg, Germany","{'Regensburg', 'Germany'}"
2883,"Department of Epidemiology, University of Alabama at Birmingham, Birmingham, Alabama.","{'Birmingham', 'Alabama'}"
2884,"Department of Internal Medicine, Division of Surgery, University of Tennessee Health Science Center, Memphis, Tennessee.","{'Science Center', 'Tennessee', 'Memphis'}"
2885,"Department of Pathology, Hôpital Necker-Enfants Malades, Assistance Publique-Hôpitaux de Paris, Paris","{'Assistance Publique-Hôpitaux de Paris', 'al Necker-Enfants Malades', 'Paris'}"
2886,"The Institute of Liver Disease and Transplantation, Dr Rela Institute, and Medical Centre, Chennai, Tamil Nadu, India.","{'Tamil Nadu', 'Chennai', 'India'}"
2887,"Institute of Anatomy, Faculty of Medicine, University of Zurich, Zurich, Switzerland.","{'Switzerland', 'Zurich'}"
2888,"Department of Medicine, Rush University, Chicago, Illinois.","{'Illinois', 'Chicago'}"
